Start Year,Month,Day,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year Uncertainty,Start Day Modifier,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
2006,3,11,234010,Heard,14412,Confirmed Eruption,Mawson Peak,0.0,,,,,,Historical Observations,,2008.0,,3.0,,3.0,,-53.106,73.513
2006,3,16,263250,Merapi,15923,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,2007.0,,8.0,?,9.0,,-7.54,110.446
2006,3,17,242030,Raoul Island,14702,Confirmed Eruption,Green Lake crater,1.0,?,,,,,Historical Observations,,2006.0,,3.0,,17.0,,-29.27,-177.92
2006,2,11,256010,Tinakula,15209,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,11.0,?,9.0,,-10.386,165.804
2006,3,21,273010,Bulusan,16770,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2006.0,,6.0,,28.0,,12.769,124.056
2006,3,20,284200,Anatahan,18537,Confirmed Eruption,East Crater,2.0,,,,?,,Historical Observations,,2006.0,,6.0,?,26.0,,16.35,145.67
2006,6,3,272020,Kanlaon,16638,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2006.0,,7.0,,25.0,,10.412,123.132
2006,5,28,233010,Karthala,14207,Confirmed Eruption,Chahalé crater,0.0,,,,,,Historical Observations,,2006.0,,6.0,?,3.0,,-11.75,43.38
2006,4,18,355100,Lascar,11878,Confirmed Eruption,,3.0,,,,,,Historical Observations,,2007.0,,7.0,?,18.0,,-23.37,-67.73
2006,7,3,267020,Karangetang,16541,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2007.0,,10.0,>,16.0,15.0,2.781,125.40700000000001
2006,4,16,300250,Bezymianny,19384,Confirmed Eruption,,3.0,,,,<,15.0,Historical Observations,,2006.0,,12.0,?,29.0,,55.972,160.595
2006,3,25,354020,Ubinas,11791,Confirmed Eruption,,2.0,,,,?,,Historical Observations,,2009.0,,7.0,?,4.0,,-16.355,-70.903
2006,3,24,345040,Poas,11189,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2006.0,,3.0,?,24.0,,10.2,-84.23299999999999
2006,3,21,285070,Akan,18704,Confirmed Eruption,NE flank of Me-Akan,1.0,,,,,,Historical Observations,,2006.0,,3.0,,21.0,,43.38399999999999,144.013
2006,4,16,373030,Bardarbunga,12895,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0.0,,,,,15.0,,,,,,,,,64.633,-17.516
2007,9,25,241100,Ruapehu,14669,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2007.0,,9.0,,25.0,,-39.28,175.57
2007,8,12,221115,Manda Hararo,13943,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,8.0,?,14.0,,12.17,40.82
2007,8,15,312030,Pavlof,20153,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,9.0,,13.0,,55.417,-161.894
2007,8,19,290360,Chikurachki,18859,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,11.0,,1.0,7.0,50.324,155.461
2007,8,23,268060,Gamalama,16676,Uncertain Eruption,,1.0,?,,,,,,,,,,,,,0.8,127.33
2007,8,28,252080,Witori,15029,Confirmed Eruption,Pago,1.0,?,,,,,Historical Observations,,2007.0,,8.0,,28.0,,-5.5760000000000005,150.516
2007,9,9,261170,Kerinci,15531,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2007.0,,9.0,,9.0,,-1.6969999999999998,101.264
2007,9,30,221010,"Tair, Jebel at",13923,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2008.0,,6.0,?,16.0,15.0,15.55,41.83
2007,11,24,344120,Concepcion,11076,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,2007.0,,12.0,,20.0,,11.538,-85.62200000000001
2007,10,16,263280,Kelut,15958,Confirmed Eruption,,2.0,,,,?,15.0,Historical Observations,,2008.0,,4.0,<,16.0,15.0,-7.93,112.30799999999999
2007,10,23,262000,Krakatau,15626,Confirmed Eruption,Anak Krakatau,2.0,,,,,,Historical Observations,,2008.0,,8.0,?,30.0,,-6.102,105.42299999999999
2007,10,28,344040,Telica,10942,Confirmed Eruption,,1.0,?,,,,3.0,Historical Observations,,2008.0,,2.0,,18.0,,12.606,-86.84
2007,11,8,344020,San Cristobal,10893,Confirmed Eruption,,1.0,?,,,<,,Historical Observations,,,,,,,,12.702,-87.00399999999999
2007,11,27,284200,Anatahan,18538,Confirmed Eruption,,2.0,,,,,3.0,Historical Observations,,2008.0,,8.0,?,9.0,,16.35,145.67
2007,11,27,261160,Talang,15499,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,12.0,?,16.0,15.0,-0.9790000000000001,100.681
2007,12,25,252120,Ulawun,15076,Uncertain Eruption,,1.0,?,,,,,,,,,,,,,-5.05,151.33
2007,7,26,263340,Raung,16165,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,8.0,,26.0,,-8.119,114.056
2007,10,4,351080,Galeras,11379,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2008.0,,1.0,,17.0,,1.22,-77.37
2007,7,8,268040,Gamkonora,16595,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,7.0,?,16.0,,1.38,127.53
2007,5,19,251070,Ritter Island,14977,Confirmed Eruption,,1.0,?,,,,,Historical Observations,,2007.0,,5.0,?,21.0,,-5.519,148.115
2007,6,16,266030,Soputan,16438,Confirmed Eruption,,3.0,,,,?,15.0,Historical Observations,,2007.0,,11.0,?,9.0,,1.112,124.73700000000001
2007,6,17,311240,Cleveland,19825,Confirmed Eruption,,2.0,?,,,?,,Historical Observations,,2008.0,,8.0,?,12.0,,52.825,-169.94400000000002
2007,1,17,264260,"Tara, Batu",16353,Confirmed Eruption,,2.0,,,,?,,Historical Observations,,2015.0,,11.0,,26.0,,-7.791,123.585
2007,2,9,344120,Concepcion,11075,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2007.0,,7.0,,10.0,,11.538,-85.62200000000001
2007,2,15,300260,Klyuchevskoy,19483,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,7.0,,15.0,,56.056000000000004,160.642
2007,3,4,290360,Chikurachki,18858,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,4.0,,18.0,,50.324,155.461
2007,3,15,352010,Reventador,11448,Confirmed Eruption,,2.0,,,,,7.0,Historical Observations,,2007.0,,10.0,?,11.0,,-0.077,-77.656
2007,3,19,261160,Talang,15498,Confirmed Eruption,Main crater,2.0,,,,,,Historical Observations,,2007.0,,6.0,,22.0,3.0,-0.9790000000000001,100.681
2007,3,19,211060,Etna,13849,Confirmed Eruption,"Bocca Nuova, SE Crater and flank vents",2.0,,,,,,Historical Observations,,2008.0,,5.0,?,16.0,15.0,37.748000000000005,14.999
2007,2,19,351050,"Huila, Nevado del",11312,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2007.0,,5.0,?,28.0,,2.93,-76.03
2007,4,2,255060,Kavachi,15180,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,2007.0,,4.0,>,6.0,,-8.991,157.97899999999998
2007,4,21,257050,Lopevi,15322,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,5.0,?,14.0,,-16.507,168.34599999999998
2007,5,1,252120,Ulawun,15075,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,5.0,,1.0,,-5.05,151.33
2007,5,10,300250,Bezymianny,19385,Confirmed Eruption,,3.0,?,,,?,,Historical Observations,,2007.0,,12.0,?,24.0,,55.972,160.595
2007,1,12,233010,Karthala,14208,Confirmed Eruption,Chahalé crater,2.0,,,,,,Historical Observations,,2007.0,,1.0,?,15.0,,-11.75,43.38
2007,5,26,357110,Llaima,12076,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2007.0,,8.0,?,8.0,,-38.692,-71.729
2007,6,12,344040,Telica,10941,Uncertain Eruption,,1.0,,,,,,,,2007.0,,6.0,,12.0,,12.606,-86.84
2007,3,24,283040,Ontakesan,20962,Confirmed Eruption,1979 Crater #7,0.0,,,,,7.0,Historical Observations,,,,,,,,35.893,137.48
2007,6,16,222120,"Lengai, Ol Doinyo",13828,Confirmed Eruption,North Crater,3.0,,,,,15.0,Historical Observations,,2010.0,,10.0,?,9.0,1.0,-2.764,35.914
2008,8,10,273030,Mayon,16818,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,8.0,,10.0,,13.257,123.685
2008,8,10,283110,Asamayama,17811,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,8.0,,14.0,,36.406,138.523
2008,8,7,311130,Kasatochi,19745,Confirmed Eruption,,4.0,,,,,,Historical Observations,,2008.0,,8.0,?,9.0,,52.177,-175.50799999999998
2008,7,30,344120,Concepcion,11077,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,7.0,,30.0,,11.538,-85.62200000000001
2008,7,12,311290,Okmok,19852,Confirmed Eruption,NE caldera floor,4.0,?,,,,,Historical Observations,,2008.0,,8.0,,19.0,,53.43,-168.13
2008,7,27,352010,Reventador,11449,Confirmed Eruption,,2.0,,,,,,Historical Observations,>,2020.0,,2.0,,19.0,,-0.077,-77.656
2008,7,13,252070,Krummel-Garbuna-Welcker,15009,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2008.0,,10.0,,4.0,,-5.416,150.02700000000002
2008,7,11,300250,Bezymianny,19386,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2008.0,,8.0,?,23.0,,55.972,160.595
2008,8,16,373030,Bardarbunga,12896,Uncertain Eruption,Loki-Fögrufjöll (West Loki cauldron),0.0,,,,,15.0,,,,,,,,,64.633,-17.516
2008,7,29,290360,Chikurachki,18860,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2008.0,,8.0,?,8.0,,50.324,155.461
2008,8,22,282090,Kirishimayama,17163,Confirmed Eruption,Shinmoe-dake crater and W flank,1.0,,,,,,Historical Observations,,2008.0,,8.0,,22.0,,31.934,130.862
2008,11,18,285070,Akan,18707,Confirmed Eruption,Me-Akan (Ponmachineshiri),1.0,,,,,,Historical Observations,,2008.0,,11.0,,28.0,,43.38399999999999,144.013
2008,9,21,233020,"Fournaise, Piton de la",14390,Confirmed Eruption,Dolomieu crater,1.0,,,,,,Historical Observations,,2009.0,,2.0,,4.0,,-21.244,55.708
2008,10,8,300260,Klyuchevskoy,19484,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2009.0,,4.0,?,16.0,,56.056000000000004,160.642
2008,10,21,351080,Galeras,11380,Confirmed Eruption,,3.0,,,,?,,Historical Observations,,2010.0,,1.0,?,2.0,,1.22,-77.37
2008,10,26,357120,Villarrica,12182,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,-39.42,-71.93
2008,10,26,351050,"Huila, Nevado del",11314,Confirmed Eruption,Upper SW side of Pico Central,3.0,?,,,?,,Historical Observations,,2012.0,,1.0,?,14.0,,2.93,-76.03
2008,11,3,221060,Alu-Dalafilla,13927,Confirmed Eruption,W and NW of Dalaffilla,3.0,?,,,,,Historical Observations,,2008.0,,12.0,?,16.0,15.0,13.793,40.553000000000004
2008,11,16,243120,Tafu-Maka,14799,Confirmed Eruption,Maka,0.0,,,,?,15.0,Historical Observations,,2008.0,,11.0,?,16.0,15.0,-15.37,-174.23
2008,7,5,344040,Telica,10943,Confirmed Eruption,,1.0,,,,,4.0,Historical Observations,,2008.0,,7.0,,5.0,4.0,12.606,-86.84
2008,11,21,344020,San Cristobal,10895,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,11.0,,21.0,,12.702,-87.00399999999999
2008,11,29,267020,Karangetang,16543,Confirmed Eruption,,2.0,,,,?,,Historical Observations,,2010.0,,3.0,?,24.0,,2.781,125.40700000000001
2008,12,23,300090,Koryaksky,19045,Confirmed Eruption,Upper NW flank (3000 m),2.0,,,,?,,Historical Observations,,2009.0,,8.0,,27.0,,53.321000000000005,158.71200000000002
2008,9,19,256010,Tinakula,15210,Confirmed Eruption,,1.0,?,,,?,,Historical Observations,,2008.0,,11.0,?,29.0,,-10.386,165.804
2008,7,2,241130,Rumble III,14676,Confirmed Eruption,,0.0,,,1.0,,182.0,Historical Observations,,,,,,,,-35.745,178.47799999999998
2008,11,16,243130,West Mata,14800,Confirmed Eruption,Prometheus and Hades vents,0.0,,,,<,15.0,Historical Observations,,2009.0,,5.0,>,16.0,15.0,-15.1,-173.75
2008,6,12,263340,Raung,16166,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2008.0,,6.0,?,17.0,,-8.119,114.056
2008,6,22,344020,San Cristobal,10894,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,8.0,,5.0,4.0,12.702,-87.00399999999999
2008,1,1,357110,Llaima,12077,Confirmed Eruption,Summit and upper east flank,3.0,,,,,,Historical Observations,,2009.0,,6.0,,12.0,4.0,-38.692,-71.729
2008,1,2,351050,"Huila, Nevado del",11313,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,2008.0,,4.0,?,16.0,15.0,2.93,-76.03
2008,1,7,284040,Miyakejima,18279,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,1.0,,7.0,,34.094,139.526
2008,2,1,352020,Guagua Pichincha,11501,Uncertain Eruption,,1.0,?,,,,,,,2008.0,,2.0,,1.0,,-0.171,-78.598
2008,2,8,242050,Monowai,14723,Confirmed Eruption,,0.0,,,,?,,Hydrophonic,,2008.0,,2.0,?,8.0,,-25.886999999999997,-177.188
2008,2,12,311360,Shishaldin,20101,Uncertain Eruption,,1.0,?,,,,,,,2008.0,,2.0,,12.0,,54.756,-163.97
2008,2,17,282110,Asosan,17351,Confirmed Eruption,Naka-dake,1.0,,,,,,Historical Observations,,2008.0,,2.0,,17.0,,32.884,131.10399999999998
2008,2,22,312070,Veniaminof,20178,Confirmed Eruption,Western intracaldera cone,1.0,,,,,,Historical Observations,,2008.0,,3.0,,1.0,,56.17,-159.38
2008,2,24,257050,Lopevi,15323,Uncertain Eruption,,2.0,,,,,,,,2008.0,,2.0,?,24.0,,-16.507,168.34599999999998
2008,3,11,252070,Krummel-Garbuna-Welcker,15008,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,3.0,,13.0,,-5.416,150.02700000000002
2008,3,12,267020,Karangetang,16542,Uncertain Eruption,,1.0,?,,,,,,,,,,,,,2.781,125.40700000000001
2008,1,13,345040,Poas,11191,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,1.0,,13.0,,10.2,-84.23299999999999
2008,4,5,268030,Ibu,16582,Confirmed Eruption,,1.0,,,,,,Historical Observations,>,2020.0,,2.0,,16.0,,1.4880000000000002,127.63
2008,3,24,261170,Kerinci,15532,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,-1.6969999999999998,101.264
2008,6,6,266030,Soputan,16439,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2008.0,,11.0,?,2.0,,1.112,124.73700000000001
2008,5,29,353060,"Azul, Cerro",11720,Confirmed Eruption,Summit and SE flank,1.0,?,,,,,Historical Observations,,2008.0,,6.0,,17.0,,-0.92,-91.40799999999999
2008,5,19,263250,Merapi,15924,Uncertain Eruption,,,,,,,,,,,,,,,,-7.54,110.446
2008,5,13,260010,Barren Island,15387,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2010.0,,4.0,?,19.0,,12.277999999999999,93.85799999999999
2008,5,23,257040,Ambrym,15297,Confirmed Eruption,Benbow and Marum,2.0,,,,,,Historical Observations,,2018.0,,12.0,,17.0,,-16.25,168.12
2008,5,10,268060,Gamalama,16677,Uncertain Eruption,,1.0,,,,,,,,,,,,,,0.8,127.33
2008,5,8,284040,Miyakejima,18280,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2008.0,,5.0,,8.0,,34.094,139.526
2008,5,2,358041,Chaiten,12271,Confirmed Eruption,,4.0,,,,,,Historical Observations,,2011.0,,5.0,,31.0,3.0,-42.833,-72.646
2008,4,29,344100,Masaya,11042,Confirmed Eruption,Santiago,1.0,,,,,,Historical Observations,,2008.0,,12.0,?,17.0,,11.985,-86.165
2008,4,15,264160,Egon,16278,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2008.0,,4.0,?,28.0,,-8.676,122.455
2008,5,13,211060,Etna,13852,Confirmed Eruption,East base of NE Crater (3000-2650 m),1.0,,,,,,Historical Observations,,2009.0,,7.0,,4.0,,37.748000000000005,14.999
2009,6,11,290240,Sarychev Peak,18819,Confirmed Eruption,,4.0,,,,,,Historical Observations,,2009.0,,7.0,?,16.0,15.0,48.092,153.2
2009,9,15,273030,Mayon,16819,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2010.0,,1.0,?,1.0,,13.257,123.685
2009,6,25,311240,Cleveland,19827,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2009.0,,6.0,,25.0,,52.825,-169.94400000000002
2009,6,28,221115,Manda Hararo,13944,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,2009.0,,7.0,?,1.0,,12.17,40.82
2009,8,1,300260,Klyuchevskoy,19485,Confirmed Eruption,,2.0,,,,?,,Historical Observations,,2010.0,,12.0,?,20.0,,56.056000000000004,160.642
2009,8,26,290120,Kolokol Group,18776,Uncertain Eruption,Berg,2.0,,,,,,,,,,,,,,46.042,150.083
2009,9,6,344020,San Cristobal,10896,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,2009.0,,12.0,?,26.0,,12.702,-87.00399999999999
2009,9,16,252010,Langila,15003,Confirmed Eruption,Crater 2,2.0,,,,<,15.0,Historical Observations,,2010.0,,2.0,?,16.0,15.0,-5.525,148.42
2009,11,16,345040,Poas,11193,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,2014.0,,10.0,,13.0,,10.2,-84.23299999999999
2009,9,27,257020,Gaua,15231,Confirmed Eruption,Mt. Garat,2.0,,,,,,Historical Observations,,2010.0,,6.0,,19.0,,-14.27,167.5
2009,10,2,311240,Cleveland,19828,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2009.0,,12.0,?,12.0,,52.825,-169.94400000000002
2009,11,5,233020,"Fournaise, Piton de la",14391,Confirmed Eruption,Dolomieu crater and east flank,1.0,?,,,,,Historical Observations,,2010.0,,1.0,,12.0,,-21.244,55.708
2009,11,15,282090,Kirishimayama,17164,Uncertain Eruption,Shinmoe-dake,1.0,,,,,,Historical Observations,,2009.0,,11.0,,15.0,,31.934,130.862
2009,11,22,357120,Villarrica,12184,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2012.0,,4.0,,20.0,,-39.42,-71.93
2009,12,11,344120,Concepcion,11080,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2011.0,,3.0,,12.0,,11.538,-85.62200000000001
2009,12,17,300250,Bezymianny,19387,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2010.0,,2.0,?,16.0,,55.972,160.595
2009,5,4,242050,Monowai,22197,Confirmed Eruption,,0.0,,,,,3.0,Hydrophonic,,2009.0,,12.0,,16.0,4.0,-25.886999999999997,-177.188
2009,9,27,263200,Dieng Volcanic Complex,15793,Confirmed Eruption,Sileri Crater,1.0,,,,,,Historical Observations,,2009.0,,9.0,,27.0,,-7.2,109.87899999999999
2009,5,2,264030,Rinjani,16227,Confirmed Eruption,NE flank of Gunung Barujari,2.0,,,,,,Historical Observations,,2010.0,,5.0,,23.0,,-8.42,116.47
2009,4,10,353010,Fernandina,11677,Confirmed Eruption,SW flank (400 m),2.0,,,,,,Historical Observations,,2009.0,,4.0,?,28.0,,-0.37,-91.55
2009,5,1,251030,Karkar,14950,Uncertain Eruption,,,,,,,30.0,,,,,,,,,-4.649,145.964
2009,5,1,264050,Sangeang Api,16253,Uncertain Eruption,,,,,,,,,,2009.0,,6.0,,3.0,,-8.2,119.07
2009,1,1,261230,Dempo,15575,Confirmed Eruption,,1.0,?,,,,,Historical Observations,,2009.0,,1.0,,1.0,,-4.016,103.12100000000001
2009,1,2,311240,Cleveland,19826,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2009.0,,1.0,,21.0,,52.825,-169.94400000000002
2009,1,12,345040,Poas,11192,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2009.0,,3.0,?,21.0,,10.2,-84.23299999999999
2009,1,15,263200,Dieng Volcanic Complex,15792,Confirmed Eruption,Sibanteng crater,1.0,,,,,,Historical Observations,,2009.0,,1.0,,15.0,,-7.2,109.87899999999999
2009,1,18,242010,Curtis Island,14680,Uncertain Eruption,5-6 km NNE of Curtis Island,0.0,,,,,,,,2009.0,,1.0,,19.0,,-30.543000000000003,-178.55599999999998
2009,1,21,357070,"Chillan, Nevados de",11993,Uncertain Eruption,,,,,,,,,,2009.0,,1.0,,22.0,,-36.868,-71.378
2009,1,22,357091,Callaqui,11998,Uncertain Eruption,,,,,,,,,,2009.0,,1.0,,22.0,,-37.92,-71.45
2009,1,29,357120,Villarrica,12183,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2009.0,,3.0,?,24.0,,-39.42,-71.93
2009,1,21,283110,Asamayama,17812,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2009.0,,5.0,,2.0,,36.406,138.523
2009,2,16,352020,Guagua Pichincha,11502,Uncertain Eruption,,1.0,?,,,,,,,2009.0,,2.0,,17.0,,-0.171,-78.598
2009,2,11,290380,Ebeko,18878,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2009.0,,7.0,?,13.0,,50.68600000000001,156.014
2009,4,15,284170,Pagan,18523,Uncertain Eruption,North Pagan,2.0,,,,,,,,,,,,,,18.13,145.8
2009,4,1,284040,Miyakejima,18281,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2009.0,,4.0,,1.0,,34.094,139.526
2009,4,1,261170,Kerinci,15533,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,2009.0,,6.0,?,19.0,,-1.6969999999999998,101.264
2009,4,21,263180,Slamet,15765,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2009.0,,6.0,?,22.0,,-7.242000000000001,109.208
2009,3,17,243040,Hunga Tonga-Hunga Ha'apai,14733,Confirmed Eruption,Hunga Ha'apai,2.0,,,,?,,Historical Observations,,2009.0,,3.0,,22.0,1.0,-20.535999999999998,-175.382
2009,3,15,313030,Redoubt,20391,Confirmed Eruption,South of 1990 dome,3.0,,,,,,Historical Observations,,2009.0,,7.0,,1.0,30.0,60.485,-152.74200000000002
2009,3,25,262000,Krakatau,15633,Confirmed Eruption,Anak Krakatau,2.0,,,,?,,Historical Observations,,2009.0,,9.0,?,16.0,15.0,-6.102,105.42299999999999
2010,9,6,357040,Planchon-Peteroa,11947,Confirmed Eruption,Peteroa,2.0,,,,,,Historical Observations,,2010.0,,10.0,,13.0,,-35.223,-70.568
2010,7,24,345070,Turrialba,11248,Uncertain Eruption,,2.0,,,,,,,,2010.0,,8.0,,15.0,,10.025,-83.76700000000001
2010,8,6,267020,Karangetang,16544,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2010.0,,12.0,?,16.0,15.0,2.781,125.40700000000001
2010,8,10,251020,Manam,14935,Confirmed Eruption,"South Crater, Main Crater",2.0,,,,?,,Historical Observations,,2013.0,,12.0,>,15.0,,-4.08,145.037
2010,8,25,351080,Galeras,11381,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2010.0,,8.0,,25.0,,1.22,-77.37
2010,8,25,211060,Etna,13854,Confirmed Eruption,"Bocca Nuova, NE and SE Craters",1.0,,,,,,Historical Observations,,2013.0,,4.0,,27.0,,37.748000000000005,14.999
2010,8,27,261080,Sinabung,15404,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2010.0,,9.0,?,18.0,,3.17,98.39200000000001
2010,9,12,311240,Cleveland,19820,Uncertain Eruption,,2.0,?,,,,1.0,,,2010.0,,9.0,,26.0,,52.825,-169.94400000000002
2010,11,26,263310,Tengger Caldera,16064,Confirmed Eruption,Bromo,3.0,?,,,,,Historical Observations,,2012.0,,6.0,,13.0,,-7.942,112.95
2010,7,23,252140,Rabaul,15101,Confirmed Eruption,Tavurvur,1.0,?,,,,,Historical Observations,,2010.0,,7.0,,25.0,,-4.271,152.203
2010,9,20,290240,Sarychev Peak,18820,Uncertain Eruption,,2.0,?,,,,,,,2010.0,,9.0,,20.0,,48.092,153.2
2010,10,14,233020,"Fournaise, Piton de la",14392,Confirmed Eruption,2.5 km SE and 1 km NW of Dolomieu,1.0,?,,,,,Historical Observations,,2010.0,,12.0,,10.0,,-21.244,55.708
2010,10,25,262000,Krakatau,15634,Confirmed Eruption,Anak Krakatau,2.0,,,,?,,Historical Observations,,2011.0,,3.0,,9.0,8.0,-6.102,105.42299999999999
2010,10,26,263250,Merapi,15925,Confirmed Eruption,,4.0,,,,,,Historical Observations,,2012.0,,7.0,,15.0,,-7.54,110.446
2010,11,6,273010,Bulusan,16772,Confirmed Eruption,Summit crater,2.0,,,,,,Historical Observations,,2011.0,,5.0,,13.0,,12.769,124.056
2010,11,11,300230,Kizimen,19264,Confirmed Eruption,,3.0,,,,?,,Historical Observations,,2013.0,,9.0,?,13.0,,55.131,160.32
2010,11,22,352080,Tungurahua,11645,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,2011.0,,1.0,,2.0,,-1.4669999999999999,-78.442
2010,9,17,260010,Barren Island,15388,Confirmed Eruption,,2.0,,,,,,Historical Observations,,2011.0,,6.0,,22.0,,12.277999999999999,93.85799999999999
2010,7,18,354020,Ubinas,11792,Uncertain Eruption,,1.0,?,,,,,,,2010.0,,7.0,,18.0,,-16.355,-70.903
2010,4,8,211060,Etna,13853,Confirmed Eruption,SE Crater,2.0,,,,,,Historical Observations,,2010.0,,4.0,,8.0,,37.748000000000005,14.999
2010,6,30,290270,Ekarma,18833,Confirmed Eruption,Upper SW flank,2.0,,,,,,Historical Observations,,2010.0,,8.0,?,10.0,,48.958,153.93
2010,7,2,290380,Ebeko,18879,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2010.0,,7.0,,9.0,7.0,50.68600000000001,156.014
2010,1,2,223020,Nyamuragira,14085,Confirmed Eruption,Summit caldera and SSE flank,1.0,?,,,,,Historical Observations,,2010.0,,1.0,,29.0,,-1.4080000000000001,29.2
2010,1,5,345070,Turrialba,11247,Confirmed Eruption,SW crater,2.0,,,,,,Historical Observations,,2010.0,,3.0,?,7.0,,10.025,-83.76700000000001
2010,1,5,263300,Semeru,22218,Confirmed Eruption,Jonggring Seloko,2.0,,,,,,Historical Observations,,2010.0,,11.0,,29.0,,-8.107999999999999,112.92200000000001
2010,2,3,284130,Fukutoku-Oka-no-Ba,18469,Confirmed Eruption,,1.0,,,,,,Historical Observations,,2010.0,,4.0,?,8.0,,24.285,141.481
2010,2,25,251030,Karkar,14951,Uncertain Eruption,,1.0,,,,,,,,2010.0,,2.0,,26.0,,-4.649,145.964
2010,3,20,372020,Eyjafjallajokull,12563,Confirmed Eruption,ENE flank (Fimmvörduháls) and summit,4.0,,,,,,Historical Observations,,2010.0,,6.0,,23.0,,63.633,-19.633
2010,3,30,282090,Kirishimayama,17165,Confirmed Eruption,Shinmoe-dake,1.0,,,,,,Historical Observations,,2010.0,,7.0,,10.0,,31.934,130.862
2010,1,1,352080,Tungurahua,11644,Confirmed Eruption,,3.0,,,,,,Historical Observations,,2010.0,,7.0,,29.0,,-1.4669999999999999,-78.442
2010,5,3,284170,Pagan,18524,Confirmed Eruption,North Pagan,1.0,,,,,,Historical Observations,,2010.0,,8.0,,11.0,,18.13,145.8
